BdprotoID,LanguageName,SourceLanguageName,LanguageFamily,LanguageFamilyRoot,Glottocode,FamilyID,Type,Macroarea,Dates,DatesSource,InventoryType,TimeDepth,TimeDepthYBP,HomelandLatitude,HomelandLongitude,HomelandSource,HomelandComments,BibtexKey,Source,Comments
182,Proto-Inland Gulf of Papua,Proto-Inland Gulf,Inland Gulf of Papua,Anim,inla1262,anim1240,Reconstructed,Papunesia,,,all,,,-7.58,144,Wichmann_etal2010,,ushersuter2015,HUJI,
183,Proto-Bulaka River,Proto-Bulaka River,Bulaka River,Bulaka River,bula1259,bula1259,Reconstructed,Papunesia,,,all,,,,,,,usher2014,HUJI,
184,Proto-Koiarian,Proto-Koiarian,Koiarian,Koiarian,koia1260,koia1260,Reconstructed,Papunesia,,,all,,,,,,,dutton2010,HUJI,
185,Proto-Koiaric ,Proto-Koiaric ,Koiaric ,Koiarian,koia1261,koia1260,Reconstructed,Papunesia,,,all,,,,,,,dutton2010,HUJI,
186,Proto-Baraic,Proto-Baraic,Baraic,Koiarian,bara1376,koia1260,Reconstructed,Papunesia,,,all,,,,,,,dutton2010,HUJI,
187,Proto-Nuclear Sentanic,Proto-Tabla-Sentani,Nuclear Sentanic,Sentanic,nucl1631,sent1261,Reconstructed,Papunesia,,,all,,,,,,,gregersonhartzler1987,HUJI,
188,Proto-Asmat-Komoro,Proto-Asmat-Komoro,Asmat-Awyu-Ok,Nuclear Trans New Guinea,asma1256,nucl1709,Reconstructed,Papunesia,,,all,,,,,,,usher2020,HUJI,
189,Proto-Ngayarda,Proto-Ngayarda,South-West Pama-Nyungan,Pama-Nyungan,ngay1241,pama1250,Reconstructed,Australia,,,all,,,,,,,ogrady1966,HUJI,
190,Proto-Worrorran,Proto-Worrorran,Worrorran,Worrorran,worr1236,worr1236,Reconstructed,Australia,,,all,,,,,,,mcgregorrumsey2009,HUJI,
1000,Pre-Basque,PRE BASQUE,Basque,Basque,basq1248,basq1248,Reconstructed,Eurasia,,,all,-2000,2000,,,,,trask2013,BDPROTO,
1001,Proto-Sangiric,SANGIRIC,Malayo-Polynesian,Austronesian,sang1335,aust1307,Reconstructed,Papunesia,,,all,,,,,,,sneddon1984,BDPROTO,
1002,Proto-Polynesian,POLYNESIAN,Malayo-Polynesian,Austronesian,poly1242,aust1307,Reconstructed,Papunesia,,,all,some time around 1000 B.C. (tryon1995comparative),3000,,,,One of the island groups east or north-east of Fiji,walsh1966,BDPROTO,
1003,Proto-Lakkia,PROTO-LAKKIA,Lakkia-Biao,Tai-Kadai,lakk1238,taik1256,Reconstructed,Eurasia,,,all,,,,,,,theraphan1991,BDPROTO,
1004,Proto-Malayo-Polynesian,MALAYO POLYNESIAN,Malayo-Polynesian,Austronesian,mala1545,aust1307,Reconstructed,Papunesia,,,all,-4000 BC,6000,,,,,hogan1993,BDPROTO,
1006,Old Chinese,OLD CHINESE,Sinitic,Sino-Tibetan,oldc1244,sino1245,Attested,Eurasia,,,all,800-500 BC,2500,,,,,hogan1993,BDPROTO,
1007,Proto-Eskimo,ESKIMO,Eskimo ,Eskimo-Aleut,eski1265,eski1264,Reconstructed,North America,,,all,-2000,2000,,,,,michael1994,BDPROTO,
1008,Proto-Yokuts,YOKUTS,Yokutsan,Yokutsan,yoku1255,yoku1255,Reconstructed,North America,,,all,jones2007california,3000,,,,,golla1964,BDPROTO,
1009,Proto-Potou-Tano,TANO CONGO,Kwa Volta-Congo,Atlantic-Congo,poto1254,atla1278,Reconstructed,Africa,,,vowels only,,,,,,,stewart1983,BDPROTO,
1010,Proto-Quichean,QUICHEAN,Quichean-Mamean,Mayan,grea1276,maya1287,Reconstructed,North America,,,all,,2000,,,,,campbell1977,BDPROTO,wikiMayan
1011,Old Telugu,OLD TELUGU,Teluguic,Dravidian,oldt1249,drav1251,Attested,Eurasia,3.5-3K,,all,split from proto-Dravidian between 1500-1000 BC (harvardprotodravidian),3000,,,,,krishnamurti1961,BDPROTO,
1012,Proto-Dravidian,DRAVIDIAN,Dravidian,Dravidian,drav1251,drav1251,Reconstructed,Eurasia,,,all,as late as 4000 bce (steever1998dravidian),6000,,,,,krishnamurti1961,BDPROTO,
1013,Proto-Karen,PROTO-KAREN,Karenic,Sino-Tibetan,kare1337,sino1245,Reconstructed,Eurasia,,,all,,,,,,,jones1961,BDPROTO,
1014,Proto-Lower Cross,LOWER CROSS,Volta-Congo,Atlantic-Congo,obol1242,atla1278,Reconstructed,Africa,,,consonants only,,,,,,,connell1995,BDPROTO,
1015,Proto-Ijo,IJO,Ijo,Ijoid,ijoi1239,ijoi1239,Reconstructed,Africa,,,all,,,,,,,williamson1979,BDPROTO,
1017,Proto-Blang,PLANG,Paulaungic,Austroasiatic,blan1242,aust1305,Reconstructed,Eurasia,,,all,,600,,,,,paulsen1992,BDPROTO,sidwell2014austroasiatic
1018,Proto-Anatolian,ANATOLIAN,Anatolian,Indo-European,anat1257,indo1319,Reconstructed,Eurasia,3.5-3K,,all,roughly 4000 BC,6000,,,,,melchert1994,BDPROTO,
1019,Proto-Sabaki,SABAKI,Bantoid,Atlantic-Congo,coas1317,atla1278,Reconstructed,Africa,,,all,,,,,,,nurse1993,BDPROTO,
1020,Proto-Mon,MON,Monic,Austroasiatic,moni1258,aust1305,Reconstructed,Eurasia,,,all,,1500,,,,,ferlus1983,BDPROTO,sidwell2014austroasiatic source for homeland or time depth?
1021,Proto-New Caledonian,NEW CALEDONIAN,Malayo-Polynesian,Austronesian,newc1243,aust1307,Reconstructed,Papunesia,,,consonants only,,,,,,,ozanne1992,BDPROTO,
1022,Proto-Greater Central Philippine,PHILIPPINE,Malayo-Polynesian,Austronesian,grea1284,aust1307,Reconstructed,Eurasia,,,all,,,,,,"presence of Austronesian speakers in northeastern Indonesia for upwards of 4,000 years",blust1991,BDPROTO,
1023,Proto-Maban,PROTO-MABA,Maban,Maban,maba1274,maba1274,Reconstructed,Africa,,,consonants only,,,,,,,edgar1991,BDPROTO,
1025,Proto-Manding,MANDEKAN,Mande,Mande,mand1435,mand1469,Reconstructed,Africa,,,all,,,,,,,bimson1976,BDPROTO,
1026,Proto-Huon Gulf,HUON GULF,Malayo-Polynesian,Austronesian,huon1245,aust1307,Reconstructed,Papunesia,,,consonants only,,3500,,,,,holzknecht1989,BDPROTO,
1027,Proto-Markham,MARKHAM,Malayo-Polynesian,Austronesian,mark1257,aust1307,Reconstructed,Papunesia,,,all,,,,,,,holzknecht1989,BDPROTO,
1028,Proto-Lakes Plain,LAKES PLAIN,Lakes Plain,Lakes Plain,lake1255,lake1255,Reconstructed,Papunesia,,,all,p.125: some 3000 years ago,3000,-2.83,137,Wichmann_etal2010,,clouse1996,BDPROTO,
1031,Proto-East Tariku,EAST TARIKU,Tariku,Lakes Plain,east2502,lake1255,Reconstructed,Papunesia,,,all,,,,,,,clouse1996,BDPROTO,
1032,Proto-West Tariku,WEST TARIKU,Tariku,Lakes Plain,west2582,lake1255,Reconstructed,Papunesia,,,all,,,,,,,clouse1996,BDPROTO,
1035,Proto-Ainu,PROTO-AINU,Ainu,Ainu,ainu1240,ainu1252,Reconstructed,Eurasia,,,all,,,,,,,vovin1993,BDPROTO,
1037,Proto-Mande,MANDE,Mande,Mande,mand1469,mand1469,Reconstructed,Africa,,,consonants only,,,,,,,dwyer1989,BDPROTO,
1038,Proto-Central Gur,CENTRAL GUR,Gur,Atlantic-Congo,cent2243,atla1278,Reconstructed,Africa,,,all,,,,,,,naden1989,BDPROTO,
1039,Proto-West Oceanic Linkage,KIMBE,Malayo-Polynesian,Austronesian,west2818,aust1307,Reconstructed,Papunesia,,,all,,1000,,,,,johnston1982,BDPROTO,
1041,Proto-Austronesian,AUSTRONESIAN,Austronesian,Austronesian,aust1307,aust1307,Reconstructed,Eurasia,,,all,at least 5000 years,7000,,,,,ross1995,BDPROTO,
1043,Proto-Ongamo-Maa,ONGAMO MAA,Nilotic,Nilotic,onga1238,nilo1247,Reconstructed,Africa,,,all,,,,,,,vossen1989,BDPROTO,
1044,Proto-Nubian,PROTO-NUBIAN,Nubian,Nubian,nubi1251,nubi1251,Reconstructed,Africa,,,all,first millenium BC (rilly2009cradle),3000,,,,Kordofan (rilly2009cradle),gerst1989,BDPROTO,
1045,Proto-North Germanic,COMMON NORDIC,Germanic,Indo-European,nort3160,indo1319,Reconstructed,Eurasia,,,all,6th century,1500,,,,,antonsen1967,BDPROTO,
1046,Proto-Germanic,GERMANIC,Germanic,Indo-European,germ1287,indo1319,Reconstructed,Eurasia,,,vowels only,1st century (ringe2006proto),2500,,,,,antonsen1963,BDPROTO,
1049,Middle English,MIDDLE ENGLISH,Germanic,Indo-European,midd1317,indo1319,Attested,Eurasia,1K-0.5K,,vowels only,-900 (baugh1993history),900,,,,,antonsen1961,BDPROTO,
1051,Proto-Indo-European,INDO-EUROPEAN,Indo-European,Indo-European,indo1319,indo1319,Reconstructed,Eurasia,,,all,-7000,7000,34,71.55,Wichmann_etal2010,,bomhard1990,BDPROTO,
1052,Proto-Kartvelian,KARTVELIAN,Kartvelian,Kartvelian,kart1248,kart1248,Reconstructed,Eurasia,,,all,-5000 (gamkrelidze1995indo),5000,43,42.5,Wichmann_etal2010,,bomhard1990,BDPROTO,
1053,Proto-Altaic,ALTAIC,Altaic,Altaic,NA,NA,Reconstructed,Eurasia,,,all,6th millenium BC (kuzmina2007origin),7000,,,,,bomhard1990,BDPROTO,
1054,Sumerian,SUMERIAN,Sumerian,Sumerian,sume1241,sume1241,Attested,Eurasia,,,all,,,,,,,bomhard1990,BDPROTO,
1055,Nostratic,NOSTRATIC,Nostratic,Nostratic,NA,NA,Reconstructed,NA,,,all,"spoken between 15,000 and 12,000 BCE (bomhard2008reconstructing)",14000,,,,,bomhard1990,BDPROTO,
1056,Proto-Khoe,CENTRAL-KHOISAN,Khoe ,Khoe-Kwadi,khoe1241,khoe1240,Reconstructed,Africa,,,all,,,,,,,NA,BDPROTO,This citation is not present in BDPROTO legacy (https://github.com/bdproto/bdproto-legacy/blob/master/Informations/LG1056.txt)
1057,Proto-Mayan,MAYAN,Mayan,Mayan,maya1287,maya1287,Reconstructed,North America,,,all,2200 BC,4200,15.42,-91.83,Wichmann_etal2010,,campbell1990,BDPROTO,
1058,Proto-Katuic,KATUIC,Katuic,Austroasiatic,katu1271,aust1305,Reconstructed,Eurasia,,,all,,,,,,,diffloth1982,BDPROTO,
1059,Proto-Australian,AUSTRALIAN,Australian,Australian,NA,NA,Reconstructed,Australia,,,all,-40000 or less,40000,,,,,dixon1997,BDPROTO,
1060,Proto-Edoid,EDOID,Volta-Congo,Atlantic-Congo,edoi1239,atla1278,Reconstructed,Africa,,,all,,,,,,,elugbe1989,BDPROTO,
1061,Proto-Afro-Asiatic,AFRO-ASIATIC,Afro-Asiatic,Afro-Asiatic,afro1255,afro1255,Reconstructed,Africa,,,all,9th-8th millenia B.C. (diakonoff1988afrasian),10000,8.67,8.08,Wichmann_etal2010,,ehret1995reconstructing,BDPROTO,
1062,Proto-Cushitic,CUSHITIC,Cushitic,Afro-Asiatic,cush1243,afro1255,Reconstructed,Africa,,,all,<8500 bp (fahmy2011windows),8500,,,,,ehret1995reconstructing,BDPROTO,
1063,Proto-Lower Sepik,LOWER SEPIK,Lower Sepik,Lower Sepik-Ramu,lowe1437,sepi1257,Reconstructed,Eurasia,,,all,-6000 (wikilowersepik),6000,-4.25,144.75,Wichmann_etal2010,,foley1986,BDPROTO,
1064,Proto-Tacanan,TAKANAN,Tacanan,Pano-Tacanan,taca1255,pano1259,Reconstructed,South America,,,all,,,-12.33,-67.75,Wichmann_etal2010,,girard1971,BDPROTO,
1065,Early Proto-Finnic,EARLY PROTO FINNIC,Finnic,Uralic,finn1317,ural1272,Reconstructed,Eurasia,,,all,1500-1000 BC,3500,,,,,korhonen1988,BDPROTO,"Classification is considered problematic, needs further check"
1066,Proto-Saami,LAPP,Saamic,Uralic,saam1281,ural1272,Reconstructed,Eurasia,,,vowels only,1000 BC,3000,,,,,korhonen1988,BDPROTO,
1067,Proto-Tai,TAI,Kam-Tai,Tai-Kadai,taik1256,taik1256,Reconstructed,Eurasia,,,all,,3000,24,108,Wichmann_etal2010,,li1977,BDPROTO,enfield2013linguistic
1068,Proto-Finno-Ugric,FINNO-UGRIC,Uralic,Uralic,NA,ural1272,Reconstructed,Eurasia,,,all,,5500,,,,,lako1968,BDPROTO,
1069,Proto-Uto-Aztecan,UTO-AZTECAN,Uto-Aztecan,Uto-Aztecan,utoa1244,utoa1244,Reconstructed,North America,,,all,up to 5000 years,7000,27.5,-110.25,Wichmann_etal2010,"Border region between the USA and Mexico, namely the upland regions of Arizona and New Mexico and the adjacent areas of the Mexican states of Sonora and Chihuaua, roughly corresponding to the Sonoran Desert and the western part of the Chihuahuan Desert",langaker1970,BDPROTO,
1070,Proto-Mixtecan,MIXTECAN,Mixtec,Otomanguean,mixt1422,otom1299,Reconstructed,North America,,,all,-1000,1000,,,,,longacre1967,BDPROTO,
1071,Proto-Popolocan,POPOLOCAN,Popolocan-Mazatecan,Otomanguean,popo1293,otom1299,Reconstructed,North America,,,all,,,,,,,longacre1967,BDPROTO,
1072,Proto-Chiapanec,CHIAPANEC MANGUEAN,Tlapanec-Manguean,Otomanguean,mang1426,otom1299,Reconstructed,North America,,,all,,,,,,,longacre1967,BDPROTO,
1073,Proto-Otomi,OTOMI,Otomian ,Otomanguean,otom1300,otom1299,Reconstructed,North America,,,all,,,,,,,longacre1967,BDPROTO,
1076,Proto-Zapotec,ZAPOTECAN,Zapotecan,Otomanguean,zapo1436,otom1299,Reconstructed,North America,,,all,evans2013archaeology,2400,,,,,longacre1967,BDPROTO,"Looks like this is Zapotec, but may be Zapotecan (i.e., includes Chatino)"
1077,Proto-Chinantecan,CHINANTECAN,Chinantecan,Otomanguean,chin1484,otom1299,Reconstructed,North America,,,all,,,,,,,longacre1967,BDPROTO,
1078,Proto-Zoque,ZOQUEAN,Zoque,Mixe-Zoque,zoqu1261,mixe1284,Reconstructed,North America,,,all,,1500,,,,,longacre1967,BDPROTO,
1079,Proto-Totonacan,TOTONOCAN,Totonacan  ,Totonacan,toto1251,toto1251,Reconstructed,North America,,,all,,7000,19.92,-97.42,Wichmann_etal2010,,longacre1967,BDPROTO,brown2011totozoquean
1080,Proto-Semitic,SEMITIC,Semitic,Afro-Asiatic,semi1276,afro1255,Reconstructed,Eurasia,,,all,,5750,,,,,moscati1969,BDPROTO,kitchen2009bayesian
1081,Proto-Berber,COMMON BERBER,Berber,Afro-Asiatic,berb1260,afro1255,Reconstructed,Africa,,,consonants only,,7000,,,,,basset1952,BDPROTO,louali2003protoberberes
1082,Proto-Lolo-Burmese,LOLO-BURMESE,Lolo-Burmese,Sino-Tibetan,lolo1265,sino1245,Reconstructed,Eurasia,,,all,,,,,,,matisoff1979,BDPROTO,
1083,Proto-Chadic,CHADIC,Chadic,Afro-Asiatic,chad1250,afro1255,Reconstructed,Africa,,,all,More than 7000 years (cruciani2010human),7000,,,,,newman1977,BDPROTO,
1084,Proto-Uralic,URALIC,Uralic,Uralic,ural1272,ural1272,Reconstructed,Eurasia,,,all,mesolithic age,8000,68,30,Wichmann_etal2010,,sammallahti1988,BDPROTO,
1085,Proto-Samoyedic,SAMOYED,Samoyedic,Uralic,samo1298,ural1272,Reconstructed,Eurasia,,,all,-7000/-6000,6000,,,,,sammallahti1988,BDPROTO,
1089,Proto-Ob-Ugric,OB UGRIC,Ob-Ugric,Uralic,khan1273,ural1272,Reconstructed,Eurasia,,,all,500 AD (first half of the second millenium BCE),3500,,,,,sammallahti1988,BDPROTO,
1090,Proto-Finno-Permic,FINNO-PERMIC,Uralic,Uralic,NA,ural1272,Reconstructed,Eurasia,,,all,-3500/-3000; division into proto-finno-premic and proto-ugric: first half of neolithic (p.499) (sinor1988handbuch),5500,,,,,sammallahti1988,BDPROTO,
1092,Proto-Sara-Bongo-Bagirmi,SARA BONGO BAGUIRMIAN,Sara-Bongo-Bagirmi,Central Sudanic,sara1341,cent2225,Reconstructed,Africa,,,consonants only,,,,,,,Boyeldieu_unpublished,BDPROTO,
1093,Proto-Gbaya,GBAYA,Gbaya-Manza-Ngbaka,Atlantic-Congo,gbay1279,atla1278,Reconstructed,Africa,,,all,,,,,,,NA,BDPROTO,This citation is not present in BDPROTO legacy (https://github.com/bdproto/bdproto-legacy/blob/master/Informations/LG1093.txt)
1094,Proto-Bantu,BANTU,Bantoid,Atlantic-Congo,narr1281,atla1278,Reconstructed,Africa,,,all,,4000,,,,,meeussen1965,BDPROTO,Split off from Niger-Congo languages 3000-4000 years ago (newman1997peopling)
1095,Proto-Gorokan,GOROKAN,Kainantu-Goroka,Nuclear Trans New Guinea,goro1272,nucl1709,Reconstructed,Papunesia,,,all,,,,,,,foley1986,BDPROTO,
1096,Proto-Otomanguean,OTO-MANGUEAN,Otomanguean,Otomanguean,otom1299,otom1299,Reconstructed,North America,,,all,splitting date of Proto-Otomanguean at ca. 4400 BCE,6400,17.67,-97.42,Wichmann_etal2010,Tehuacan valley (campbell1997american),rensch1966,BDPROTO,
1097,Proto-Algonquian,ALGONQUIAN,Algic,Algonquian,algo1256,algi1248,Reconstructed,North America,,,all,Around 2500 to 3000 years ago (trigger1978handbook),3000,,,,,ehret1995reconstructing,BDPROTO,
1098,Proto-Salishan,SALISH,Salishan,Salishan,sali1255,sali1255,Reconstructed,North America,,,all,,,48.75,-123.25,Wichmann_etal2010,,Thompson1979,BDPROTO,
1099,Proto-Chimakuan,CHIMAKUAN,Chimakuan,Chimakuan,chim1311,chim1311,Reconstructed,North America,,,all,Swadesh calculated a time depth  for the Wakashan-Chimakuan relationship of about 6500 years,6500,,,,,Jacobson1979,BDPROTO,
1100,Proto-Paman,PAMAN,Paman,Pama-Nyungan,pama1251,pama1250,Reconstructed,Australia,,,all,,,,,,,sommer1976,BDPROTO,
1101,Proto-Japonic,PROTO-JAPANESE,Japonic,Japonic,nucl1643,japo1237,Reconstructed,Eurasia,,,vowels only,400 B.C. (hudson1994japan),2400,37,140,Wichmann_etal2010,Northern Kyushu,martin1987,BDPROTO,hudson1994japan
1102,Pre-Nizaa,PRE NIZAA,Volta-Congo,Atlantic-Congo,suga1248,atla1278,Reconstructed,Africa,,,all,,,,,,,theil1991,BDPROTO,
1103,Proto-Guang,GUANG,Kwa Volta-Congo,Atlantic-Congo,guan1278,atla1278,Reconstructed,Africa,,,all,,,,,,,snider1989,BDPROTO,
1104,Attic Greek,ATTIC,Graeco-Phrygian,Indo-European,atti1240,indo1319,Attested,Eurasia,,,all,400 BC,2400,,,,,teodorsson1974,BDPROTO,PDF not in quibs folder
1105,Proto-Vietnamese,PROTO-VIETNAMESE,Vietic,Austroasiatic,viet1252,aust1305,Reconstructed,Eurasia,,,consonants only,seventh to ninth century AD (comrie2009world),1300,,,,Red River now Northern Vietnam (chamberlain1998origin),ferlus1992,BDPROTO,
1106,Coptic,COPTIC,Egyptian,Afro-Asiatic,copt1239,afro1255,Attested,Africa,1800-400,,all,3-17th century,1800,,,,,atiya1991,BDPROTO,"Continued to be spoken probably until the 17th century CE, one dialect still in use as liturgical language"
1107,Proto-Micronesian,MICRONESIAN,Micronesian,Austronesian,micr1243,aust1307,Reconstructed,Papunesia,,,all,,,,,,"Archeological evidence about the provenance of Micronesian speakers is vague, but it suggests they came from the south (i.e. From the Solomons, Vanuatu or the Fiji/west polynesian region. [...] It seems that most of Micronesia was settled about two thousand years ago.",bender1985,BDPROTO,
1108,Proto-Maiduan,MAIDUN,Maiduan,Maiduan,maid1262,maid1262,Reconstructed,North America,,,all,,,,,,,ultan1964,BDPROTO,
1109,Proto-Keresan,KERESAN,Keresan,Keresan,kere1287,kere1287,Reconstructed,North America,,,all,,,,,,,miller1963,BDPROTO,
1110,Proto-Athabaskan,ATHAPASKAN,Athabaskan,Athabaskan-Eyak-Tlingit,atha1247,algi1248,Reconstructed,North America,,,all,,,,,,,krauss1964,BDPROTO,
1111,Proto-Chibchan,CHIBCHA,Chibchan,Chibchan,chib1249,chib1249,Reconstructed,South America,,,all,,,9.75,-83.42,Wichmann_etal2010,,constenla1993,BDPROTO,
1112,Proto-Eskimo-Aleut,ESKIMO-ALEUT,Eskimo-Aleut,Eskimo-Aleut,eski1264,eski1264,Reconstructed,North America,,,all,,4000,63.69,-170.48,,,fortescue1998,BDPROTO,
1113,Proto-Chukotko-Kamchatkan,CHUKOTKO-KAMCHATKAN,Chukchi-Kamchatkan,Chukchi-Kamchatkan,chuk1271,chuk1271,Reconstructed,Eurasia,,,all,,4000,61,165,,,fortescue1998,BDPROTO,wdzenczny2011case
1114,Uralo-Siberian,URALO-SIBERIAN,Uralo-Siberian,Uralo-Siberian,NA,NA,Reconstructed,Eurasia,,,all,between 8000 and 6000 BC,10000,,,,South Central Siberia (fortescue1998),fortescue1998,BDPROTO,
1115,Proto-Pomoan,PROTO-POMO,Pomoan,Pomoan,pomo1273,pomo1273,Reconstructed,North America,,,all,,5000,,,,Clear Lake (golla2011california),mclendon1973,BDPROTO,golla2011california
1116,Proto-Arawakan,ARAWAKAN,Arawakan,Arawakan,araw1281,araw1281,Reconstructed,South America,,,all,,,1,-69.17,Wichmann_etal2010,,matteson1972,BDPROTO,
1117,Proto-Tucanoan,TUCANOAN,Tucanoan,Tucanoan,tuca1253,tuca1253,Reconstructed,South America,,,all,,,,,,West of the Vaupés region (aikhenvald2014global),matteson1972,BDPROTO,
1118,Proto-Guahiboan,GUAHIBAN,Guahiboan,Guahiboan,guah1252,guah1252,Reconstructed,South America,,,all,,,6.5,-71.33,Wichmann_etal2010,,matteson1972,BDPROTO,
1119,Proto-Tupi-Guarani,TUPI-GUARANI,Tupi-Guarani,Tupian,tupi1276,tupi1275,Reconstructed,South America,,,all,,4500,,,,,jensen1998,BDPROTO,balee2000antiquity
2000,Akkadian,Akkadian,Semitic,Afro-Asiatic,akka1240,afro1255,Attested,Eurasia,2350-0 BCE,Hasselbach-Andee2019,all,2800-700 BC,2700,,,,Mesopotamia,"buccellatti1997phon,huehnergard1997phon",ANE,
2001,Hittite,Hittite,Anatolian,Indo-European,hitt1242,indo1319,Attested,Eurasia,3600-3300,,all,1600-1300 BC,3300,,,,Anatolia,hoffner-melchert2008phon,ANE,
2002,Ancient North Arabian,Ancient North Arabian,Semitic,Afro-Asiatic,anci1245,afro1255,Attested,Eurasia,Problematic,AlJallad2018,all,1200 bc-700 AD,2700,,,,Southern Syria to Yemen,"goldammer2012phon_arabic,MacDonald2008phon",ANE,Not a language
2003,Old Aramaic,Aramaic,Semitic,Afro-Asiatic,aram1259,afro1255,Attested,Eurasia,3100-1800,,all,,,,,,,goldammer2012phon_arc,ANE,"Aramaic is akin to ""Romance"" in its diversity"
2004,Elamite,Elamite,Elamian,Elamian,elam1244,elam1244,Attested,Eurasia,4600-2300,,all,2800-500 BC,2500,,,,Elam (ancient lands in the west and southwest of today’s Iran),"goldammer2012phon_elx,Khaikjan1998phon",ANE,
2005,Avestan,Avestan,Iranian,Indo-European,aves1237,indo1319,Attested,Eurasia,4000-3000,,all,"uncertain, written from the 3rd century, but the language was extinct by then. Maybe with the start of the Zoroastrism around 600bc or same time as early Vedic around 1500 BCE",,,,,Unknown,skaervo2006phon,ANE,The data refers to Old Avestan
2006,Classical Armenian,Classical Armenian,Armenian,Indo-European,clas1249,indo1319,Attested,Eurasia,1500-100,,all,400 AD,1600,,,,Armenian Highlands,clackson2008phon,ANE,"First documented around beginning of 5th century CE, used as literary language till the 19th century"
2007,Middle Egyptian,Middle Egyptian,Egyptian,Afro-Asiatic,egyp1246,afro1255,Attested,Africa,4-3.5K,,all,2000-1350 BC,3350,,,,Ancient Egypt,allen2000phon,ANE,
2008,Hattic,Hattic,Hattian,Hattian,hatt1246,hatt1246,Attested,Eurasia,4000-3000,,all,3000-2000 BC,4000,,,,Central Anatolia and northwards to the Black sea,"kammenhuber1969phon,klinger2005phon",ANE,"No connected texts, phonology dubious"
2009,Hurrian,Hurrian,Hurro-Urartian,Hurro-Urartian,hurr1240,hurr1239,Attested,Eurasia,4300-3000,,all,2300-1000 BC,3000,,,,Northern Mesopotamia,"wegner2000phon,wilhelm2008phon_xhu",ANE,
2010,Kassite,Kassite,Kassian,Kassian,kass1244,kass1244,Attested,Eurasia,3800-2400,,all,1800-400 BC,2400,,,,Southern Mesopotamia,goldammer2012phon_kass1244,ANE,
2011,Palaic,Palaic,Anatolian,Indo-European,pala1331,indo1319,Attested,Eurasia,4-3.5K,,all,1600-1300 BC,3300,,,,Central northern Anatolia,"melchert2008phon,carruba1970phon",ANE,
2012,Old Persian,Old Persian,Iranian,Indo-European,oldp1255,indo1319,Attested,Eurasia,3-2.5K,,all,600-300 BC,2300,,,,"Inscriptions found in modern Iran, Armenia, Bahrain, Romania (Gherla), Egypt, Turky, Iraq",skjaervo2009phon,ANE,
2013,Paleo-Phrygian,Phrygian,Graeco-Phrygian,Indo-European,phry1239,indo1319,Attested,Eurasia,3-2.5K,,all,800 BC-300 AD; texts found from 800-500 (Paleo-Phrygian) BC and 100 AD - 300 (Neo-Phrygian),1700,,,,Central Asia Minor,brixhe2008phon,ANE,
2014,Neo-Phrygian,Phrygian,Graeco-Phrygian,Indo-European,phry1239,indo1319,Attested,Eurasia,3-2.5K,,all,,,,,,,brixhe2008phon,ANE,
2015,Ancient South Arabian,Old South Arabic,Semitic,Afro-Asiatic,sayh1236,afro1255,Attested,Eurasia,3000-1500,Multhoff2019,all,,,,,,,nebesstein2008phon,ANE,Not a language
2016,Sumerian,Sumerian,Sumerian,Sumerian,sume1241,sume1241,Attested,Eurasia,,,all,3300-2000 BC,4000,,,,,"edzard2003phon,michalowski2008phon",ANE,
2017,Ugaritic,Ugaritic,Semitic,Afro-Asiatic,ugar1238,afro1255,Attested,Eurasia,,,all,,,,,,,tropper2000phon,ANE,
2018,Urartian,Urartian,Hurro-Urartian,Hurro-Urartian,urar1245,hurr1239,Attested,Eurasia,,,all,,,,,,,"wilhelm2008phon_xur,hazenbos2005phon",ANE,
2019,Luwian,Luwian,Anatolian,Indo-European,cune1239,indo1319,Attested,Eurasia,4-3.5K,,all,1400-1200,3200,,,,Asia Minor,melchert2008phon_xlu,ANE,
2020,Phoenician,Phoenician,Semitic,Afro-Asiatic,phoe1239,afro1255,Attested,Eurasia,3-2.5K,,all,1200-600 BC,2600,,,,,hackett2008phon,ANE,
